year,ticker,date,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeRatio,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,netIncome_cf,depreciationAndAmortization_cf,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory_cf,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow
2023,GOOGL,2023/12/31,FY,3.07394E+11,1.33332E+11,1.74062E+11,45427000000,16425000000,27917000000,44342000000,0,89769000000,2.23101E+11,3865000000,308000000,11946000000,97971000000,84293000000,1424000000,85717000000,11922000000,73795000000,0.240066495,24048000000,86868000000,1.10916E+11,47964000000,0,12650000000,1.7153E+11,1.48436E+11,29198000000,0,29198000000,31008000000,12169000000,10051000000,2.30862E+11,0,4.02392E+11,7493000000,2791000000,2748000000,4137000000,64645000000,81814000000,25350000000,911000000,485000000,10453000000,37199000000,0,16634000000,1.19013E+11,0,76534000000,2.11247E+11,-4402000000,0,2.83379E+11,2.83379E+11,4.02392E+11,0,4.02392E+11,1.17876E+11,27121000000,3073000000,73795000000,11946000000,-7763000000,22460000000,-3845000000,-7833000000,2276000000,664000000,1048000000,5153000000,1.01746E+11,-32251000000,-495000000,-80885000000,87619000000,-1051000000,-27063000000,-760000000,0,-61504000000,0,-9829000000,-72093000000,-421000000,2169000000,24048000000,21879000000,1.01746E+11,-32251000000,69495000000
2022,GOOGL,2022/12/31,FY,2.82836E+11,1.26203E+11,1.56633E+11,39500000000,15724000000,26567000000,42291000000,0,81791000000,2.07994E+11,2174000000,357000000,13475000000,85160000000,74842000000,-3514000000,71328000000,11356000000,59972000000,0.212038072,21879000000,91883000000,1.13762E+11,40258000000,2670000000,8105000000,1.64795E+11,1.27049E+11,28960000000,2084000000,31044000000,30492000000,5261000000,6623000000,2.00469E+11,0,3.65264E+11,5128000000,2477000000,9258000000,3908000000,48529000000,69300000000,39703000000,599000000,514000000,-996000000,39820000000,0,14978000000,1.0912E+11,0,68184000000,1.95563E+11,-7603000000,0,2.56144E+11,2.56144E+11,3.65264E+11,0,3.65264E+11,1.22375E+11,29679000000,7800000000,59972000000,15928000000,-8081000000,19362000000,-2235000000,-2317000000,0,707000000,-625000000,6549000000,91495000000,-31485000000,-6969000000,-81405000000,97972000000,1589000000,-20298000000,-1196000000,0,-59296000000,0,-9265000000,-69757000000,-506000000,934000000,21879000000,20945000000,91495000000,-31485000000,60010000000
2021,GOOGL,2021/12/31,FY,2.57637E+11,1.10939E+11,1.46698E+11,31562000000,13510000000,22912000000,36422000000,0,67984000000,1.78923E+11,1499000000,346000000,12441000000,1.03521E+11,78714000000,12020000000,90734000000,14701000000,76033000000,0.295116773,20945000000,1.18704E+11,1.39649E+11,39304000000,1170000000,8020000000,1.88143E+11,1.10558E+11,22956000000,1417000000,24373000000,29549000000,1284000000,5361000000,1.71125E+11,0,3.59268E+11,6037000000,2189000000,808000000,3288000000,51932000000,64254000000,39568000000,535000000,5257000000,-1981000000,43379000000,0,15551000000,1.07633E+11,0,61774000000,1.91484E+11,-1623000000,0,2.51635E+11,2.51635E+11,3.59268E+11,0,3.59268E+11,1.48253E+11,26206000000,5261000000,76033000000,12441000000,1808000000,15376000000,-1523000000,-9095000000,7140000000,283000000,149000000,-12483000000,91652000000,-24640000000,-2618000000,-1.38034E+11,1.29228E+11,541000000,-35523000000,-1236000000,0,-50274000000,0,-9852000000,-61362000000,-287000000,-5520000000,20945000000,26465000000,91652000000,-24640000000,67012000000
2020,GOOGL,2020/12/31,FY,1.82527E+11,84732000000,97795000000,27573000000,11052000000,17946000000,28998000000,0,56571000000,1.41303E+11,1865000000,135000000,13697000000,61914000000,41224000000,6858000000,48082000000,7813000000,40269000000,0.220619415,26465000000,1.10229E+11,1.36694E+11,31384000000,728000000,5490000000,1.74296E+11,96960000000,21175000000,1445000000,22620000000,20703000000,1084000000,3953000000,1.4532E+11,0,3.19616E+11,5589000000,1694000000,1485000000,2543000000,45523000000,56834000000,37324000000,481000000,3561000000,-1128000000,40238000000,0,13940000000,97072000000,0,58510000000,1.63401E+11,633000000,0,2.22544E+11,2.22544E+11,3.19616E+11,0,3.19616E+11,1.30932E+11,25078000000,-1387000000,40269000000,13697000000,1390000000,12991000000,1827000000,-6524000000,5813000000,694000000,1844000000,-5050000000,65124000000,-22281000000,-738000000,-1.43751E+11,1.33929E+11,68000000,-32773000000,9661000000,0,-31149000000,0,-2920000000,-24408000000,24000000,7967000000,26465000000,18498000000,65124000000,-22281000000,42843000000
2024,META,2024/12/31,FY,1.64501E+11,30161000000,1.3434E+11,43873000000,9740000000,11347000000,21087000000,0,64960000000,95121000000,2517000000,715000000,15498000000,86876000000,69380000000,1283000000,70663000000,8303000000,62360000000,0.379085841,43889000000,33926000000,77815000000,16994000000,0,5236000000,1.00045E+11,1.36268E+11,20654000000,915000000,21569000000,6070000000,0,12102000000,1.76009E+11,0,2.76054E+11,7687000000,1942000000,9987000000,0,13980000000,33596000000,47118000000,0,0,12703000000,59821000000,0,20234000000,93417000000,0,0,1.02506E+11,-3097000000,83228000000,1.82637E+11,1.82637E+11,2.76054E+11,0,2.76054E+11,39996000000,49060000000,5171000000,62360000000,15498000000,-4738000000,16690000000,1048000000,-1485000000,0,373000000,2160000000,470000000,91328000000,-37256000000,-270000000,-25542000000,15789000000,129000000,-47150000000,8463000000,0,-30125000000,-5072000000,-14047000000,-40781000000,-786000000,2611000000,45438000000,42827000000,91328000000,-37256000000,54072000000
2023,META,2023/12/31,FY,1.34902E+11,25959000000,1.08943E+11,38483000000,11408000000,12301000000,23709000000,0,62192000000,88151000000,1639000000,446000000,11178000000,59052000000,46751000000,677000000,47428000000,8330000000,39098000000,0.289825206,41862000000,23541000000,65403000000,16169000000,0,3793000000,85365000000,1.09881E+11,20654000000,788000000,21442000000,6141000000,0,6794000000,1.44258E+11,0,2.29623E+11,4849000000,1623000000,3655000000,0,21833000000,31960000000,35611000000,0,0,8884000000,44495000000,0,18849000000,76455000000,0,0,82070000000,-2155000000,73253000000,1.53168E+11,1.53168E+11,2.29623E+11,0,2.29623E+11,29682000000,37234000000,-4628000000,39098000000,11178000000,131000000,14027000000,3836000000,-2399000000,0,51000000,6184000000,2843000000,71113000000,-27266000000,-629000000,-2982000000,6184000000,198000000,-24495000000,7397000000,0,-19774000000,0,-7123000000,-19500000000,113000000,27231000000,42827000000,15596000000,71113000000,-27266000000,43847000000
2022,META,2022/12/31,FY,1.16609E+11,25249000000,91360000000,35338000000,11816000000,15262000000,27078000000,-320000000,62416000000,87665000000,276000000,276000000,8686000000,42241000000,33555000000,-125000000,28819000000,5619000000,23200000000,0.198955484,14681000000,26057000000,40738000000,13466000000,0,5345000000,59549000000,92191000000,20306000000,897000000,21203000000,6201000000,0,6583000000,1.26178E+11,0,1.85727E+11,4990000000,1367000000,2339000000,15763000000,18330000000,27026000000,25224000000,-5490000000,5490000000,7764000000,32988000000,0,16668000000,60014000000,0,0,64799000000,-3530000000,64444000000,1.25713E+11,1.25713E+11,1.85727E+11,0,1.85727E+11,32258000000,26591000000,11910000000,23200000000,8686000000,-3286000000,11992000000,5683000000,231000000,0,210000000,5242000000,4200000000,50475000000,-31431000000,-1312000000,-9631000000,13158000000,246000000,-28970000000,9071000000,0,-27956000000,0,-3251000000,-22136000000,-638000000,-1269000000,15596000000,16865000000,50475000000,-31431000000,19044000000
2021,META,2021/12/31,FY,1.17929E+11,22649000000,95280000000,24655000000,9829000000,14043000000,23872000000,210000000,48527000000,71176000000,531000000,461000000,7967000000,54720000000,46753000000,531000000,47284000000,7914000000,39370000000,0.333844941,16601000000,31397000000,47998000000,14039000000,0,4480000000,66666000000,69964000000,19197000000,634000000,19831000000,6775000000,0,2751000000,99321000000,0,1.65987E+11,4083000000,1127000000,1256000000,561000000,14108000000,21135000000,12746000000,0,0,7227000000,19973000000,0,13873000000,41108000000,0,0,69761000000,-693000000,55811000000,1.24879E+11,1.24879E+11,1.65987E+11,0,1.65987E+11,38172000000,13873000000,-2728000000,39370000000,7967000000,609000000,9164000000,700000000,-3110000000,2187000000,1436000000,187000000,-127000000,57683000000,-18567000000,-898000000,-30407000000,42586000000,-284000000,-7570000000,-663000000,0,-44537000000,0,-5528000000,-50728000000,-474000000,-1089000000,16865000000,17954000000,57683000000,-18567000000,39116000000
2020,META,2020/12/31,FY,85965000000,16692000000,69273000000,18447000000,6564000000,11591000000,18155000000,-34000000,36602000000,53294000000,509000000,672000000,6862000000,39533000000,32671000000,509000000,33180000000,4034000000,29146000000,0.33904496,17576000000,44378000000,61954000000,11335000000,0,2140000000,75670000000,54981000000,19050000000,623000000,19673000000,6234000000,0,2758000000,83646000000,0,1.59316E+11,1331000000,1023000000,2038000000,382000000,10207000000,14981000000,9631000000,0,0,6414000000,16045000000,0,10654000000,31026000000,0,0,77345000000,927000000,50018000000,1.2829E+11,1.2829E+11,1.59316E+11,0,1.59316E+11,50612000000,10654000000,-6922000000,29146000000,6862000000,-1192000000,6536000000,-2723000000,-1512000000,-1302000000,-17000000,108000000,118000000,38747000000,-15115000000,-6749000000,-33930000000,25771000000,-36000000,-30059000000,-580000000,0,-6272000000,0,-3440000000,-10292000000,279000000,-1325000000,17954000000,19279000000,38747000000,-15115000000,23632000000
2024,NFLX,2024/12/31,FY,39000966000,21038464000,17962502000,2925295000,1702039000,2917554000,4619593000,0,7544888000,28583352000,266776000,718733000,15630431000,24877355000,10417614000,-451957000,9965657000,1254026000,8711631000,0.223369621,7804733000,1779006000,9583739000,1988304000,0,1528336000,13100379000,1593756000,0,32452462000,32452462000,0,0,6483777000,40529995000,0,53630374000,899909000,2212935000,0,0,7642556000,10755400000,15782039000,0,0,2349368000,18131407000,0,2412170000,28886807000,0,6252126000,31300917000,362162000,-13171638000,24743567000,24743567000,53630374000,0,53630374000,1779006000,17994974000,10190241000,8711631000,15630431000,-590698000,272588000,-33075000,0,0,121353000,-154428000,-16629513000,7361364000,-439538000,0,-1742246000,0,0,-2181784000,1394460000,832887000,-6263746000,0,-38028000,-4074427000,-416331000,688822000,7807337000,7118515000,7361364000,-439538000,6921826000
2023,NFLX,2023/12/31,FY,33723297000,19715368000,14007929000,2675758000,1720285000,2657883000,4378168000,0,7053926000,26769294000,0,748598000,14554384000,21508387000,6954003000,-748598000,6205405000,797415000,5407990000,0.16036362,7116913000,20973000,7137886000,1842054000,0,938193000,9918133000,1491444000,0,31658056000,31658056000,0,0,5664359000,38813859000,0,48731992000,747412000,783156000,0,0,7330087000,8860655000,16190218000,0,0,3092806000,19283024000,0,2430113000,28143679000,0,5145172000,22589286000,-223945000,-6922200000,20588313000,20588313000,48731992000,0,48731992000,20973000,16973374000,9856461000,5407990000,14554384000,-459359000,339368000,-116148000,0,0,93502000,-209650000,-12451934000,7274301000,-348552000,0,-504862000,1395165000,0,541751000,0,169990000,-6045347000,0,-75446000,-5950803000,82684000,1947933000,7118515000,5170582000,7274301000,-348552000,6925749000
2022,NFLX,2022/12/31,FY,31615550000,19168285000,12447265000,2711041000,1572891000,2530502000,4103393000,0,6814434000,25982719000,337310000,706212000,14362814000,20332955000,5632831000,-368902000,5263929000,772005000,4491924000,0.142079578,5147176000,911276000,6058452000,1586898000,0,1621123000,9266473000,1398257000,0,32736713000,32736713000,0,0,5193325000,39328295000,0,48594768000,671513000,355985000,0,0,6903476000,7930974000,16575579000,0,0,3310814000,19886393000,0,2578488000,27817367000,0,4637601000,17181296000,-217306000,-824190000,20777401000,20777401000,48594768000,0,48594768000,911276000,16931564000,11784388000,4491924000,14362814000,-166550000,575452000,-758087000,0,0,-158543000,-599544000,-16479296000,2026257000,-407729000,-757387000,-911276000,757387000,-757387000,-2076392000,-700000000,35746000,0,0,0,-664254000,-170140000,-884529000,5170582000,6055111000,2026257000,-407729000,1618528000
2021,NFLX,2021/12/31,FY,29697844000,17332683000,12365161000,2273885000,1351621000,2545146000,3896767000,0,6170652000,23503335000,411214000,765620000,12438779000,19044502000,6194509000,-354406000,5840103000,723875000,5116228000,0.172276075,6027804000,0,6027804000,804320000,0,1237701000,8069825000,1323453000,0,30919539000,30919539000,0,0,4271846000,36514838000,0,44584663000,837483000,1015012000,0,0,6636471000,8488966000,17101558000,0,0,3144891000,20246449000,0,2723675000,28735415000,0,4024561000,12689372000,-40495000,-824190000,15849248000,15849248000,44584663000,0,44584663000,0,18116570000,12088766000,5116228000,12438779000,199548000,403220000,-241977000,0,0,145115000,-387092000,-17523188000,392610000,-524585000,-788349000,0,0,-26919000,-1339853000,-500000000,174414000,-600022000,0,-224168000,-1149776000,-86740000,-2183759000,6055111000,8238870000,392610000,-524585000,-131975000
2020,NFLX,2020/12/31,FY,24996056000,15276319000,9719737000,1829600000,1076486000,2228362000,3304848000,0,5134448000,20410767000,725940000,1385940000,10922622000,15507911000,4585289000,-1385940000,3199349000,437954000,2761395000,0.110473228,8205550000,0,8205550000,610819000,0,945211000,9761580000,960183000,0,25383950000,25383950000,0,0,3174646000,29518779000,0,39280359000,656183000,756100000,0,0,6393502000,7805785000,17754726000,0,0,2654608000,20409334000,0,2201853000,28215119000,0,3447698000,7573144000,44398000,0,11065240000,11065240000,39280359000,0,39280359000,0,18510826000,10305276000,2761395000,10922622000,70066000,415180000,-31873000,0,0,-41605000,9732000,-11710313000,2427077000,-497923000,0,0,0,-7431000,-505354000,1009464000,235406000,0,0,-7559000,1237311000,36050000,3195084000,8238870000,5043786000,2427077000,-497923000,1929154000
2024,JPM,2024/12/31,FY,2.70789E+11,1.12004E+11,1.58785E+11,0,51357000000,4974000000,56331000000,27373000000,83704000000,1.95708E+11,1.93933E+11,1.0135E+11,7938000000,83019000000,75081000000,0,75081000000,16610000000,58471000000,0.215928269,4.69317E+11,1.19341E+12,1.66272E+12,1.01223E+11,0,0,1.76395E+12,32223000000,52565000000,11995000000,64560000000,0,0,0,96783000000,2.14209E+12,4.00281E+12,0,52893000000,0,0,0,52893000000,3.87779E+11,0,0,3.21738E+12,3.60516E+12,0,0,3.65806E+12,20050000000,4105000000,3.76166E+11,-12456000000,-43107000000,3.44758E+11,3.44758E+11,4.00281E+12,0,4.00281E+12,-1.50944E+11,4.54311E+11,-15006000000,58471000000,7938000000,2004000000,0,-1.1422E+11,5735000000,0,-90000000,-1.19865E+11,3795000000,-42012000000,0,-2362000000,-3.57421E+11,2.42487E+11,-46107000000,-1.63403E+11,20749000000,0,-28680000000,-14783000000,76311000000,63447000000,-12866000000,-1.54834E+11,4.69317E+11,6.24151E+11,-42012000000,0,-42012000000
2023,JPM,2023/12/31,FY,2.36273E+11,90603000000,1.4567E+11,0,46465000000,4591000000,51056000000,33002000000,84058000000,1.74661E+11,1.70588E+11,81321000000,7512000000,69124000000,61612000000,0,61612000000,12060000000,49552000000,0.209723498,6.24151E+11,1.92485E+11,0,1.07363E+11,0,8.24984E+11,1.16312E+12,30157000000,52634000000,11747000000,64381000000,9219000000,0,-9219000000,94538000000,2.61774E+12,3.87539E+12,1.6196E+11,44712000000,0,0,-1.6196E+11,44712000000,3.91825E+11,0,0,3.11098E+12,3.5028E+12,0,0,3.54752E+12,27404000000,4105000000,3.32901E+11,-10443000000,-26089000000,3.27878E+11,3.27878E+11,3.87539E+12,0,3.87539E+12,2.01704E+11,4.36537E+11,-1.87614E+11,49552000000,7512000000,-4534000000,3117000000,-56168000000,19928000000,0,-25388000000,-50708000000,13495000000,12974000000,0,-9920000000,-1.1964E+11,2.15234E+11,-18031000000,67643000000,31433000000,0,-9824000000,-13463000000,-33717000000,-25571000000,1871000000,56917000000,6.24151E+11,5.67234E+11,12974000000,0,12974000000
2022,JPM,2022/12/31,FY,1.53824E+11,32432000000,1.21392E+11,0,41636000000,3911000000,45547000000,29679000000,75226000000,1.07658E+11,92807000000,26097000000,7051000000,53217000000,46166000000,0,46166000000,8490000000,37676000000,0.24492927,5.67234E+11,1.96699E+11,7.63933E+11,1.25189E+11,0,7.58264E+11,1.64739E+12,27734000000,51662000000,9197000000,60859000000,1.01408E+12,0,-1.07071E+12,1.10267E+12,9.15683E+11,3.66574E+12,1.88692E+11,44027000000,46166000000,0,-2.34858E+11,3.44168E+11,2.95865E+11,0,0,3.03352E+12,3.33152E+12,-3.02278E+11,0,3.37341E+12,27404000000,4105000000,2.96456E+11,-17341000000,-18292000000,2.92332E+11,2.92332E+11,3.66574E+12,0,3.66574E+12,1.21994E+12,4.66727E+11,-1.00507E+11,37676000000,7051000000,-2738000000,2794000000,-22970000000,-22970000000,-55656000000,58614000000,-2958000000,85306000000,1.07119E+11,0,0,-1.59934E+11,1.72401E+11,-1.50286E+11,-1.37819E+11,34562000000,0,-3162000000,-13562000000,-1.51529E+11,-1.26257E+11,-16643000000,-1.736E+11,5.67234E+11,7.40834E+11,1.07119E+11,0,1.07119E+11
2021,JPM,2021/12/31,FY,1.27238E+11,-3667000000,1.30905E+11,0,38567000000,3036000000,41603000000,29740000000,71343000000,67676000000,57864000000,5553000000,7932000000,67494000000,59562000000,0,59562000000,11228000000,48334000000,0.379870793,7.40834E+11,2.90257E+11,1.03109E+12,1.0257E+11,0,6.113E+11,1.74496E+12,27070000000,50315000000,6376000000,56691000000,1.04873E+12,0,-1.06859E+12,1.13249E+12,8.66119E+11,3.74357E+12,1.69172E+11,53594000000,0,0,-1.69172E+11,3.16349E+11,3.01005E+11,0,0,3.09484E+12,4.15582E+11,2.71751E+12,0,3.44944E+12,34838000000,4105000000,2.72268E+11,-84000000,-17000000000,2.94127E+11,2.94127E+11,3.74357E+12,0,3.74357E+12,1.35725E+12,4.69176E+11,-2.71658E+11,48334000000,7932000000,3748000000,2929000000,-12401000000,-12401000000,-11745000000,43162000000,-31417000000,27542000000,78084000000,0,0,-3.60541E+11,2.6372E+11,-32523000000,-1.29344E+11,35250000000,0,-20983000000,-12858000000,2.72009E+11,2.75993E+11,-11508000000,2.13225E+11,7.40834E+11,5.27609E+11,78084000000,0,78084000000
